query_id,% Identity,bitscore,% Positives,score
23174-2,74.5456,24.305,78.473,51.1
3093910-4,56.0716,23.61,82.4975,49.3
913821-3,76.0714,26.09,82.854,55.75
1930494-3,91.7855,31.18,98.929,68.95
1528748-4,70.7146,24.045,76.428,50.4
4316688-3,73.1171,25.28,83.8285,53.7
909438-2,65.7146,22.76,71.43,47.15
12298-68,70.26,24.13,78.83,50.65
2031282-2,66.1516,21.65,71.153,44.2
1558576-50,73.2145,23.92,76.071,50.1
2494031-2,69.6432,25.05,81.069,53.1
3783643-4,67.8575,23.55,78.5705,49.15
2489739-2,64.7081,22.46,71.9495,46.4
752953-2,60.5161,22.285,78.2135,45.95
1581839-107,71.4289,24.96,82.4975,52.9
3034713-2,73.1171,24.565,79.544,51.8
3843543-3,60.3574,21.21,70.002,43.05
1841287-43,91.4284,30.8,98.929,68.0
1126463-3,70.0003,24.085,76.428,50.5
3565792-2,69.6432,25.775,82.4975,54.95
2092652-2,65.8769,21.935,73.3775,45.0
1161367-2,86.0711,28.85,92.86,62.9
1307902-3,73.1171,24.175,78.83,50.75
484641-4,69.8128,22.365,72.9315,46.15
1989252-2,77.1427,26.965,85.7105,58.05
2766460-4,58.8963,21.92,77.045,44.95
2011431-2,71.5911,24.215,78.473,50.85
432215-2,60.0002,21.595,75.357,44.05
1778085-2,73.2145,25.79,81.7835,55.0
3807172-17,72.024,24.38,77.737,51.3
1478821-3,70.3574,23.255,75.714,48.4
1658907-2,60.3574,22.04,74.286,45.25
1827715-2,91.7855,31.08,99.286,68.7
1130919-6,71.3465,25.695,87.4435,54.75
1460746-2,64.286,21.685,71.787,44.3
2048192-2,72.5001,24.22,77.856,50.85
3393463-65,72.5002,25.735,83.2115,54.85
2429027-443,61.786,21.94,71.43,45.0
2707049-2,77.8569,26.525,83.211,56.85
3019025-4,73.4616,23.415,76.8105,48.8
3243304-2,86.0711,29.495,91.43,64.6
2413177-3,63.2146,22.235,67.503,45.8
1688165-2,71.786,25.28,83.2115,53.7
689001-2,89.9998,29.805,95.716,65.4
3464249-2,91.0712,31.14,99.286,68.85
2006411-2,86.7854,30.54,98.572,67.35
2433672-2,73.4922,21.805,83.175,44.6
3613011-9,67.1432,23.08,75.714,47.95
2517746-3,65.8769,22.88,77.3045,47.45
3078926-2,67.8575,24.34,78.213,51.2
416337-2,64.6432,23.85,75.714,49.9
852280-75,66.1404,22.68,71.8555,46.95
1144252-4,50.934,20.4,70.029,41.0
1828677-4,84.6426,29.33,92.145,64.15
664375-21,87.1426,29.02,92.145,63.35
4155601-5,60.7145,21.815,74.643,44.65
2009947-2,72.9671,24.04,76.756,50.35
70856-15,72.5002,24.5,81.069,51.6
1972015-6,63.2146,22.76,76.428,47.15
408808-2,71.6074,24.045,76.309,50.4
2585621-6,63.5717,22.58,72.858,46.7
3990672-3,86.0711,28.16,89.6425,61.15
2670288-51,68.7341,24.73,82.757,52.25
1933265-3,73.3768,24.175,78.83,50.75
3732173-4,64.286,22.16,75.714,45.65
600829-3,71.9483,24.365,78.473,51.25
2270498-3,68.9289,25.1,81.069,53.25
4127865-2,62.9223,20.635,67.211,41.6
2179428-2,66.7861,24.345,81.069,51.2
3140514-2,71.0717,25.46,84.282,54.15
4366245-22,68.9289,24.405,83.2115,51.35
