query_id,% Identity,bitscore,% Positives,score
AAA02585.1,90.7141,30.6,98.572,67.5
AAA02596.1,82.4997,28.845,94.6445,62.9
AAA02606.2,91.7855,30.92,95.716,68.3
AAA02608.1,91.4284,31.06,99.286,68.65
AAA02611.2,88.9283,30.86,98.215,68.15
AAA02613.3,90.3569,30.46,97.144,67.15
AAA02614.2,92.4998,31.04,96.43,68.6
AAA02616.1,91.4284,30.66,98.572,67.65
AAA02789.2,89.6426,30.7,100.0,67.75
AAA02914.1,92.857,31.06,98.215,68.65
AAA03665.1,91.0712,30.86,98.929,68.15
AAA03666.2,89.9998,29.515,97.501,64.65
AAA03667.1,89.2855,30.22,97.501,66.55
AAA03671.1,85.714,29.7,96.43,65.2
AAA03735.1,84.9997,27.455,87.498,59.35
AAA16821.1,92.857,30.94,97.144,68.35
AAA16823.1,86.7854,30.22,97.858,66.55
AAA16938.1,92.1427,30.58,97.858,67.45
AAA17847.1,91.0712,31.06,98.929,68.65
AAA17849.1,86.0712,29.78,96.43,65.35
AAA17923.1,87.8569,30.82,100.0,68.05
AAA17924.1,84.9997,28.945,87.8555,63.15
AAA17925.1,91.4284,30.54,98.929,67.35
AAA17926.1,89.9998,31.1,99.286,68.75
AAA17927.1,87.8569,28.42,93.217,61.8
AAA17929.1,90.3569,31.02,99.643,68.55
AAA17932.1,83.5711,29.765,97.501,65.3
AAA17935.1,91.4284,30.64,98.215,67.6
AAA17938.1,91.0712,31.02,99.286,68.55
AAA17940.1,86.0711,30.68,95.359,67.7
AAA17944.1,91.7855,31.1,98.215,68.75
AAA17945.1,82.4997,27.855,89.9995,60.4
AAA17955.1,92.857,30.96,98.215,68.4
AAA17957.1,84.258,29.78,92.143,65.35
AAA17959.1,92.857,30.24,97.144,66.6
AAA17960.1,87.1426,29.24,92.145,63.9
AAA17974.1,88.214,30.16,93.574,66.4
AAA17975.1,85.3568,30.08,98.215,66.2
AAA18262.1,82.4996,29.465,93.9305,64.5
AAA18265.1,91.7855,30.84,96.787,68.1
AAA18267.1,87.8569,30.36,97.858,66.9
AAA18272.1,83.5711,27.375,85.711,59.15
AAA18484.1,86.4283,30.1,95.716,66.25
AAA18485.1,90.3569,30.48,94.645,67.2
AAA18807.1,92.1978,29.145,98.572,63.7
AAA18808.1,90.7141,30.78,98.572,67.95
AAA18811.1,91.7855,30.24,98.215,66.6
AAA18886.1,89.2855,30.12,97.858,66.3
AAA19490.1,91.4284,30.76,98.929,67.9
AAA19881.1,90.3569,31.02,98.929,68.55
