query_id,% Identity,bitscore,% Positives,score
AAA02754.1,86.5382,73.96,95.899,180.05
AAA03013.2,78.7179,64.795,88.717,156.25
AAA03339.1,78.8462,65.26,91.025,157.5
AAA10830.1,80.3306,66.065,90.691,159.55
AAA16370.1,81.461,68.46,88.7825,165.7
AAA16581.1,78.2157,66.09,89.838,159.6
AAA16584.1,77.6967,64.205,89.4625,154.75
AAA16585.1,76.0241,63.09,88.7515,151.8
AAA16586.1,77.6629,63.97,89.442,154.1
AAA16587.1,76.191,64.625,87.7285,155.85
AAA16763.1,73.5898,60.95,83.4625,146.25
AAA16764.1,79.7434,65.87,88.7175,159.0
AAA16765.1,71.5049,59.96,85.3665,143.7
AAA16766.1,73.8462,62.38,88.5895,150.0
AAA16767.1,78.303,66.32,91.9145,160.25
AAA16770.1,77.9486,66.575,91.924,160.9
AAA16773.1,64.8251,55.945,84.9315,133.25
AAA16774.1,67.0396,57.165,84.943,136.45
AAA16776.1,66.2004,56.565,83.0535,134.95
AAA16912.1,75.1184,62.555,90.1015,150.4
AAA16913.1,72.1033,63.01,90.228,151.6
AAA16914.1,76.282,65.18,89.8715,157.2
AAA16915.1,71.5386,63.49,86.027,152.85
AAA16916.1,75.8974,65.545,90.1275,158.2
AAA17421.1,70.641,61.975,86.027,148.9
AAA18223.1,75.641,65.285,91.924,157.5
AAA18298.1,82.0095,70.47,94.4795,171.0
AAA19710.1,70.3224,62.7,88.4545,150.8
AAA19712.1,83.0766,72.17,94.6145,175.45
AAA19714.1,69.0196,59.925,85.743,143.6
AAA19717.1,68.9375,60.17,86.017,144.25
AAA19719.1,82.4357,72.125,95.5135,175.3
AAA19721.1,71.633,62.545,91.1465,150.45
AAA19723.1,79.2307,64.555,88.4605,155.6
AAA19725.1,74.3218,62.59,86.47,150.55
AAA20135.1,73.34,63.92,89.1585,154.05
AAA20219.2,92.4361,78.26,96.411,191.2
AAA20220.1,88.9742,76.4,96.155,186.35
AAA20221.2,93.4616,79.32,98.72,194.0
AAA20222.2,92.6926,78.995,98.72,193.1
AAA20223.2,84.2855,66.175,96.0,159.8
AAA21365.1,61.7947,55.455,83.462,132.05
AAA21370.1,65.6411,58.57,85.0015,140.05
AAA21372.1,76.7256,63.79,86.7755,153.65
AAA21376.1,70.3848,61.68,86.796,148.2
AAA21378.1,81.0053,72.335,95.375,175.85
AAA21659.1,78.4531,65.13,93.078,157.15
AAA21660.1,79.7435,66.905,91.539,161.75
AAA21661.1,77.8069,65.83,89.3095,158.9
AAA21662.1,77.7834,64.725,88.446,156.05
AAA21663.1,77.9487,66.905,92.052,161.7
AAA21664.1,78.5897,67.345,92.308,162.85
AAA21665.1,79.8718,66.195,90.3845,159.9
AAA21666.1,76.3175,65.625,89.726,158.4
AAA21667.1,77.6364,57.58,91.984,137.5
AAA21670.1,79.6154,66.375,90.5125,160.35
AAA21671.1,77.3685,64.745,91.713,156.15
AAA21673.1,75.2564,65.18,91.152,157.25
AAA21676.1,81.4102,66.935,91.025,161.8
AAA21690.1,77.7664,49.485,90.3305,116.55
AAA21691.1,79.0885,49.02,92.293,115.35
AAA21692.1,79.9998,48.91,93.7525,115.05
AAA21693.1,74.8094,50.35,87.668,118.75
AAA37321.1,80.1522,65.615,89.2145,158.35
AAA37773.1,81.4103,68.98,92.0515,167.1
AAA37899.1,78.205,69.365,92.564,168.1
AAA37927.1,77.4359,65.97,92.692,159.3
AAA37928.1,80.3406,68.02,89.5845,164.6
AAA37929.1,88.7181,76.655,96.412,187.05
AAA37930.1,70.3783,59.035,79.887,141.25
AAA37931.1,80.3642,68.965,92.0445,167.05
AAA37932.1,87.4356,76.045,96.0265,185.45
AAA37933.1,78.205,69.44,90.64,168.3
AAA37934.1,65.3214,57.275,84.759,136.7
AAA37935.1,81.9228,70.465,93.718,170.95
AAA37936.1,74.0056,62.105,82.1185,149.3
AAA37938.1,75.9403,66.045,89.394,159.45
AAA37939.1,78.3974,64.975,88.946,156.7
AAA37941.1,78.4513,66.945,87.9455,161.8
AAA37943.1,69.5784,61.215,84.34,146.95
AAA37945.1,75.1282,63.92,88.207,154.0
AAA37948.1,77.5641,65.715,93.0765,158.65
AAA37949.1,76.5182,63.825,88.326,153.75
AAA37950.1,71.4104,61.345,84.873,147.25
AAA37951.1,73.5898,65.135,89.102,157.1
AAA37952.1,75.8974,66.39,91.1535,160.4
AAA37954.1,69.872,62.335,85.8995,149.85
AAA37955.1,70.5872,60.745,87.4285,145.7
