query_id,% Identity,bitscore,% Positives,score
23174-2,88.4476,74.76,97.2485,182.15
1759879-39,86.7477,75.75,99.4775,184.65
3093910-4,91.3631,77.78,99.4845,189.95
3227761-2,85.8192,72.175,94.2265,175.45
913821-3,90.3326,76.155,99.487,185.7
1930494-3,75.8434,66.44,88.942,160.5
1528748-4,86.7292,72.86,97.199,177.15
4316688-3,82.8814,69.88,95.302,169.45
909438-2,82.4948,69.895,90.5745,169.5
12298-68,86.0458,75.95,99.225,185.15
3869756-2,85.1834,71.65,92.4575,174.05
2031282-2,87.834,73.685,93.994,179.3
1558576-50,89.7031,76.825,97.2655,187.5
2494031-2,88.9535,73.6,95.463,179.05
3783643-4,87.5203,76.05,99.7405,185.45
1343276-6,82.6318,74.195,99.474,180.7
3466250-2,85.4587,69.92,91.3355,169.55
2489739-2,87.7633,74.265,97.5015,180.85
752953-2,79.342,68.82,90.394,166.65
1581839-107,93.8327,74.92,96.786,182.55
3034713-2,76.4442,64.07,89.8095,154.4
3843543-3,79.9998,67.58,86.895,163.45
1841287-43,83.333,73.295,97.438,178.3
45154-2,89.2644,76.345,99.7405,186.2
2336375-55,77.166,64.575,90.8175,155.7
1126463-3,87.4737,73.74,96.3655,179.45
426904-2,84.508,69.03,91.6475,167.2
3565792-2,91.2147,76.255,97.4155,185.95
1030107-3,79.9998,67.1,88.8125,162.25
1668288-181,92.6551,78.435,99.481,191.65
2092652-2,91.869,77.22,96.857,188.55
1161367-2,78.4614,68.715,92.5645,166.35
4094638-2,81.7612,72.46,96.065,176.15
1307902-3,88.8631,74.91,97.781,182.55
2577606-204,87.4668,71.92,95.289,174.8
2021103-38,91.7476,77.26,96.992,188.65
2577963-2,85.135,70.495,95.945,171.0
3490324-2,88.8362,75.415,96.716,183.8
4290302-4,76.5489,60.155,84.236,144.2
262371-2,78.7178,71.08,93.0775,172.55
484641-4,86.753,73.38,96.6795,178.5
1989252-2,85.8971,75.395,97.6945,183.75
2766460-4,87.0267,72.72,94.59,176.8
2011431-2,83.2988,69.835,94.3415,169.35
432215-2,85.717,72.42,95.2895,176.05
1778085-2,85.8334,72.825,92.527,177.1
3807172-17,86.6162,74.975,95.9365,182.7
2522870-2,90.7389,75.77,97.7885,184.7
79047-2,88.0433,74.48,95.1445,181.45
1478821-3,87.5887,71.84,93.2475,174.6
3844379-4,87.086,72.395,96.6515,176.0
1407040-2,82.111,71.2,95.141,172.85
1658907-2,90.9079,75.055,99.3525,182.9
1827715-2,87.1419,73.615,97.284,179.1
2760032-3,91.6324,76.515,99.7335,186.65
2321383-2,84.1467,72.795,92.9315,177.0
2132908-2,85.6375,71.61,97.093,174.0
1872698-4,91.1505,75.755,99.4805,184.65
1130919-6,89.5244,76.94,97.255,187.85
3752351-2,73.6486,58.59,82.2955,140.1
2542983-2,86.859,73.82,94.75,179.65
760907-2,83.8162,71.125,90.79,172.65
1460746-2,85.5468,74.4,99.474,181.25
1011336-2,84.5945,72.6,97.9745,176.5
1727082-90,87.0267,71.7,97.029,174.25
138518-2,85.1587,73.955,97.3765,180.0
63743-2,76.2163,61.15,85.27,146.75
1575325-2,82.5676,66.715,92.025,161.25
2266017-2,71.3137,57.13,78.9945,136.35
1579108-2,82.7903,70.31,89.7515,170.55
676108-3,89.8956,76.465,97.2485,186.5
2048192-2,85.3572,69.145,93.4345,167.55
3844027-23,89.9359,76.06,98.955,185.45
3393463-65,89.7296,73.79,97.3,179.6
2429027-443,90.2507,75.83,97.3515,184.85
2707049-2,89.7643,73.49,97.1785,178.8
2784302-34,87.6486,74.7,95.1445,182.0
3235321-2,84.0386,68.995,90.056,167.15
3521500-3,76.1539,66.645,87.68,161.1
922243-68,90.6984,77.4,98.041,189.0
3019025-4,82.7028,70.595,91.755,171.3
3143173-2,86.8624,74.33,95.1445,181.05
3243304-2,90.2979,74.92,96.5595,182.55
2413177-3,82.8153,69.445,92.014,168.3
1688165-2,70.6219,58.625,87.96,140.2
689001-2,88.2752,73.44,96.2825,178.65
2454681-2,80.5262,63.095,88.944,151.85
3107949-3,86.4136,74.935,98.699,182.6
3970200-2,88.4886,74.855,96.7355,182.4
2457797-2,74.1593,59.865,83.489,143.45
3464249-2,91.2824,79.26,99.488,193.75
4282411-2,83.5135,69.62,94.4565,168.8
2957390-2,81.4744,70.61,92.5205,171.35
2006411-2,90.6413,76.385,92.822,186.3
2433672-2,79.9256,69.32,89.894,168.05
1827588-2,84.9176,70.16,95.137,170.15
3815949-3,89.6526,76.94,97.255,187.85
1967843-2,85.7281,73.335,94.634,178.4
2543999-77,80.2934,67.78,89.224,163.95
3613011-9,82.1622,70.62,94.726,171.35
4066620-3,92.7029,76.635,99.73,186.95
