query_id,% Identity,bitscore,% Positives,score
AAA02754.1,95.9095,42.07,100.0,97.2
AAA03013.2,85.6,44.15,95.0,102.65
AAA03339.1,73.6,39.84,86.2,91.45
AAA10830.1,77.8,42.025,93.4,97.15
AAA16370.1,77.2261,40.32,87.7475,92.75
AAA16581.1,80.8,41.91,91.2,96.85
AAA16765.1,73.2,42.05,91.8,97.15
AAA16766.1,77.2,43.72,96.0,101.55
AAA16767.1,82.4,43.455,92.8,100.85
AAA16770.1,78.1583,42.165,93.1915,97.5
AAA16775.1,78.0,43.35,99.4,100.6
AAA16776.1,82.0,43.805,99.4,101.8
AAA16912.1,77.4,40.815,87.0,94.0
AAA16913.1,82.6,42.255,91.8,97.7
AAA16917.1,81.0,41.5,89.2,95.8
AAA17421.1,73.6,41.455,93.2,95.7
AAA18223.1,80.9667,41.59,88.975,96.0
AAA18298.1,82.2,41.7,94.0,96.25
AAA19710.1,84.95,44.895,99.6,104.55
AAA19712.1,80.7666,40.38,93.7915,92.95
AAA19714.1,80.6,43.76,96.0,101.65
AAA19717.1,73.6,42.51,95.8,98.35
AAA19719.1,86.3333,42.265,95.5915,97.7
AAA19721.1,80.9083,42.86,95.7915,99.3
AAA19723.1,76.2501,40.48,92.5015,93.2
AAA19725.1,74.8667,41.92,94.9585,96.85
AAA20135.1,91.8,46.34,98.8,108.35
AAA20219.2,91.0,46.3,99.8,108.25
AAA21365.1,86.0,45.16,96.2,105.25
AAA21368.1,84.1666,43.455,98.9575,100.9
AAA21370.1,83.6,44.465,96.0,103.45
AAA21372.1,81.8,42.55,92.2,98.5
AAA21376.1,89.6,45.9,99.0,107.25
AAA21378.1,84.8,45.445,98.4,106.0
AAA21659.1,76.4,40.25,86.8,92.55
AAA21660.1,86.4,44.155,93.4,102.65
AAA21661.1,76.4,39.31,87.2,90.1
AAA21662.1,57.8,29.19,68.2,63.8
AAA21663.1,84.0,43.835,93.8,101.85
AAA21664.1,75.2,38.87,82.2,88.95
AAA21665.1,83.6,42.73,92.8,98.95
AAA21666.1,78.6,41.265,89.0,95.2
AAA21667.1,76.6,39.65,87.8,90.95
AAA21668.1,81.0,41.99,89.0,97.05
AAA21670.1,82.6,42.37,89.4,98.0
AAA21673.1,81.8,43.31,92.0,100.5
AAA21676.1,79.8,42.02,92.8,97.15
AAA21690.1,89.2085,45.575,98.366,106.4
AAA37321.1,86.575,45.435,97.8,105.95
AAA37773.1,84.0,43.28,92.8,100.35
AAA37899.1,92.6,47.185,99.0,110.5
AAA37902.1,76.0,39.62,88.6,90.9
AAA37927.1,83.6,43.395,93.0,100.7
AAA37928.1,81.2,43.82,93.8,101.8
AAA37929.1,87.1833,44.695,94.5915,104.0
AAA37930.1,80.0001,38.165,91.8175,87.05
AAA37931.1,87.6,45.735,96.8,106.75
AAA37932.1,82.375,40.065,92.5915,92.05
AAA37933.1,86.5917,41.87,95.873,96.7
AAA37934.1,85.7833,43.065,94.4485,99.8
AAA37935.1,91.6,45.515,97.0,106.2
AAA37938.1,74.9583,42.17,91.3835,97.5
AAA37939.1,81.8,41.07,90.8,94.7
AAA37941.1,85.5083,43.6,94.674,101.25
AAA37943.1,81.2,45.695,96.2,106.6
AAA37948.1,80.6,42.97,92.8,99.55
AAA37949.1,89.2584,45.96,99.8,107.4
AAA37950.1,78.35,40.425,88.7835,92.95
AAA37951.1,91.7917,45.765,95.5915,106.9
AAA37954.1,82.7455,41.295,90.1725,95.25
AAA37955.1,73.3417,42.15,93.5915,97.45
AAA37956.1,77.8,39.865,86.8,91.5
AAA37959.1,80.6,41.12,89.0,94.8
AAA37963.1,82.2,40.935,88.8,94.3
AAA37964.1,80.0,42.02,92.4,97.15
AAA37968.1,87.5334,44.96,98.7915,104.75
AAA37972.1,77.4,41.785,91.8,96.5
AAA37973.1,82.2,44.19,95.8,102.75
AAA37974.1,77.2,41.025,85.8,94.55
AAA37975.1,82.3667,42.86,90.7835,99.25
AAA37976.1,81.7583,45.39,96.3915,105.85
AAA37977.1,81.6165,41.645,91.1935,96.15
AAA37992.1,78.7666,42.295,93.5915,97.8
AAA37995.1,78.8,39.375,85.6,90.2
AAA37998.1,76.9583,40.33,88.775,92.7
AAA37999.1,75.6,39.485,85.6,90.55
AAA38000.1,81.4,42.015,90.4,97.15
AAA38009.1,88.8,45.68,95.8,106.7
AAA38011.1,80.2,41.865,92.0,96.7
AAA38012.1,79.6,42.515,92.0,98.35
AAA38019.1,97.1428,41.72,100.0,96.3
AAA38023.1,93.6,47.35,99.2,110.9
AAA38035.1,79.8,41.665,89.6,96.25
