query_id,% Identity,bitscore,% Positives,score
AAA02585.1,86.8925,45.0368,99.3684,104.9474
AAA02589.1,88.8055,45.8474,99.3684,107.0526
AAA02591.1,84.6316,43.7842,96.0,101.7368
AAA02593.2,84.4211,44.5105,97.0526,103.5789
AAA02596.1,84.6316,43.5421,96.0,101.0526
AAA02598.1,84.4211,44.1526,96.2105,102.6842
AAA02606.2,92.2105,46.3895,99.3684,108.4737
AAA02608.1,83.4634,43.6368,93.16,101.3158
AAA02609.1,86.7368,45.5368,95.1579,106.2105
AAA02611.2,89.8947,46.0316,99.3684,107.5789
AAA02613.3,83.7528,44.5789,96.6316,103.7368
AAA02618.1,83.5789,44.3474,98.9474,103.1579
AAA02619.1,81.6842,43.3684,95.7895,100.6316
AAA02789.2,96.0,48.3105,99.5789,113.5263
AAA02791.2,92.4211,46.3895,95.3684,108.4737
AAA02797.2,92.4211,46.7895,96.2105,109.4737
AAA02798.2,92.6228,46.3474,95.3595,108.3684
AAA02914.1,86.9035,44.7632,98.1053,104.2105
AAA03467.1,95.7895,48.2684,99.7895,113.4211
AAA03665.1,96.0,48.6684,100.0,114.4211
AAA03666.2,94.7368,47.5316,99.5789,111.3684
AAA03667.1,83.7895,44.0211,94.9474,102.3158
AAA03670.1,80.2105,41.7105,91.3684,96.3158
AAA03673.1,95.3684,47.5263,100.0,111.3158
AAA03734.1,83.7632,43.9842,96.2105,102.2105
AAA03735.1,90.1053,45.5263,99.5789,106.2105
AAA12415.1,90.9474,45.2474,92.8421,105.4211
AAA16821.1,87.9825,43.9474,92.4121,102.1579
AAA16822.1,93.6842,47.2842,96.0,110.7368
AAA16823.1,96.0,48.2895,99.3684,113.4737
AAA16938.1,90.9474,47.1053,97.8947,110.3158
AAA16939.1,90.7368,46.8842,95.5789,109.7368
AAA16940.1,87.3684,45.2526,94.1053,105.4737
AAA16942.1,91.7895,47.3579,98.9474,110.9474
AAA17849.1,92.6316,47.0316,97.4737,110.1053
AAA17850.1,96.0,48.7316,99.7895,114.5789
AAA17851.1,92.4211,45.2316,96.4211,105.4211
AAA17852.1,90.3889,38.6895,91.5295,88.4737
AAA17900.1,93.4737,48.3263,98.9474,113.4737
AAA17901.1,96.0,49.1316,99.5789,115.5789
